yearID,teamID,Rank,W,L
2005,836878,1,82,80
2005,837078,3,75,87
2005,837678,1,100,62
2005,876583,5,81,81
2006,666576,4,70,92
2006,667983,3,86,76
2006,677265,3,90,72
2006,677669,4,78,84
2006,686984,2,95,67
2006,756765,5,62,100
2006,766565,2,89,73
2006,777378,1,96,66
2006,788965,1,97,65
2006,796575,1,93,69
2006,836965,4,78,84
2006,846665,5,61,101
2006,846988,3,80,82
2006,847982,2,87,75
2006,658273,4,76,86
2006,658476,3,79,83
2006,677278,6,66,96
2006,677378,3,80,82
2006,677976,4,76,86
2006,707679,4,78,84
2006,727985,2,82,80
2006,766578,2,88,74
2006,777376,4,75,87
2006,788978,1,97,65
2006,807273,2,85,77
2006,807384,5,67,95
2006,836878,1,88,74
2006,837078,3,76,85
2006,837678,1,83,78
2006,876583,5,71,91
2007,666576,4,69,93
2007,667983,1,96,66
2007,677265,4,72,90
2007,677669,1,96,66
2007,686984,2,88,74
2007,756765,5,69,93
2007,766565,1,94,68
2007,777378,3,79,83
2007,788965,2,94,68
2007,796575,3,76,86
2007,836965,2,88,74
2007,846665,5,66,96
2007,846988,4,75,87
2007,847982,3,83,79
2007,658273,1,90,72
2007,658476,3,84,78
2007,677278,1,85,77
2007,677378,5,72,90
2007,677976,2,90,73
2007,707679,5,71,91
2007,727985,4,73,89
2007,766578,4,82,80
2007,777376,2,83,79
2007,788978,2,88,74
2007,807273,1,89,73
2007,807384,6,68,94
2007,836878,3,89,74
2007,837078,5,71,91
2007,837678,3,78,84
2007,876583,4,73,89
2008,666576,5,68,93
2008,667983,2,95,67
2008,677265,1,89,74
2008,677669,3,81,81
2008,686984,5,74,88
2008,756765,4,75,87
2008,766565,1,100,62
2008,777378,2,88,75
2008,788965,3,89,73
2008,796575,3,75,86
2008,836965,4,61,101
2008,846665,1,97,65
2008,846988,2,79,83
2008,847982,4,86,76
2008,658273,2,82,80
2008,658476,4,72,90
2008,677278,1,97,64
2008,677378,5,74,88
2008,677976,3,74,88
2008,707679,3,84,77
2008,727985,3,86,75
2008,766578,1,84,78
2008,777376,2,90,72
2008,788978,2,89,73
2008,807273,1,92,70
2008,807384,6,67,95
2008,836878,5,63,99
2008,837078,4,72,90
2008,837678,4,86,76
2008,876583,5,59,102
2009,666576,5,64,98
2009,667983,2,95,67
2009,677265,3,79,83
2009,677669,4,65,97
2009,686984,2,86,77
2009,756765,4,65,97
2009,766565,1,97,65
2009,777378,1,87,76
2009,788965,1,103,59
2009,796575,4,75,87
2009,836965,3,85,77
2009,846665,3,84,78
2009,846988,2,87,75
2009,847982,4,75,87
2009,658273,5,70,92
2009,658476,3,86,76
2009,677278,2,83,78
2009,677378,4,78,84
2009,677976,2,92,70
2009,707679,2,87,75
2009,727985,5,74,88
2009,766578,1,95,67
2009,777376,3,80,82
2009,788978,4,70,92
2009,807273,1,93,69
2009,807384,6,62,99
2009,836878,4,75,87
2009,837078,3,88,74
2009,837678,1,91,71
2009,876583,5,59,103
2010,666576,5,66,96
2010,667983,3,89,73
2010,677265,2,88,74
2010,677669,4,69,93
2010,686984,3,81,81
2010,756765,5,67,95
2010,766565,3,80,82
2010,777378,1,94,68
2010,788965,2,95,67
2010,796575,2,81,81
2010,836965,4,61,101
2010,846665,1,96,66
2010,846988,1,90,72
2010,847982,4,85,77
2010,658273,5,65,97
2010,658476,2,91,71
2010,677278,5,75,87
2010,677378,1,91,71
2010,677976,3,83,79
2010,707679,3,80,82
2010,727985,4,76,86
2010,766578,4,80,82
2010,777376,3,77,85
2010,788978,4,79,83
2010,807273,1,97,65
2010,807384,6,57,105
2010,836878,2,90,72
2010,837078,1,92,70
2010,837678,2,86,76
2010,876583,5,69,93
2011,666576,5,69,93
2011,667983,3,90,72
2011,677265,3,79,83
2011,677669,2,80,82
2011,686984,1,95,67
2011,756765,4,71,91
2011,766565,2,86,76
2011,777378,5,63,99
2011,788965,1,97,65
2011,796575,3,74,88
2011,836965,4,67,95
2011,846665,2,91,71
2011,846988,1,96,66
2011,847982,4,81,81
2011,658273,1,94,68
2011,658476,2,89,73
2011,677278,5,71,91
2011,677378,3,79,83
2011,677976,4,73,89
2011,707679,5,72,90
2011,727985,6,56,106
2011,766578,3,82,79
2011,777376,1,96,66
2011,788978,4,77,85
2011,807273,1,102,60
2011,807384,4,72,90
2011,836878,5,71,91
2011,837078,2,86,76
2011,837678,2,90,72
2011,876583,3,80,81
2012,666576,2,93,69
2012,667983,5,69,93
2012,677265,2,85,77
2012,677669,4,68,94
2012,686984,1,88,74
2012,756765,3,72,90
2012,766565,3,89,73
2012,777378,5,66,96
2012,788965,1,95,67
2012,796575,1,94,68
2012,836965,4,75,87
2012,846665,3,90,72
2012,846988,2,93,69
2012,847982,4,73,89
2012,658273,3,81,81
2012,658476,2,94,68
2012,677278,5,61,101
2012,677378,1,97,65
2012,677976,5,64,98
2012,727985,6,55,107
2012,766578,2,86,76
2012,777365,5,69,93
2012,777376,3,83,79
2012,788978,4,74,88
2012,807273,3,81,81
2012,807384,4,79,83
2012,836878,4,76,86
2012,837078,1,94,68
2012,837678,2,88,74
2012,876583,1,98,64
2013,666576,3,85,77
2013,667983,1,97,65
2013,677265,5,63,99
2013,677669,2,92,70
2013,686984,1,93,69
2013,727985,5,51,111
2013,756765,3,86,76
2013,766565,3,78,84
2013,777378,4,66,96
2013,788965,4,85,77
2013,796575,1,96,66
2013,836965,4,71,91
2013,846665,2,92,71
2013,846988,2,91,72
2013,847982,5,74,88
2013,658273,2,81,81
2013,658476,1,96,66
2013,677278,5,66,96
2013,677378,3,90,72
2013,677976,5,74,88
2013,766578,1,92,70
2013,777365,5,62,100
2013,777376,4,74,88
2013,788978,4,74,88
2013,807273,4,73,89
2013,807384,2,94,68
2013,836878,3,76,86
2013,837078,4,76,86
2013,837678,1,97,65
2013,876583,2,86,76
2014,666576,1,96,66
2014,667983,5,71,91
2014,677265,4,73,89
2014,677669,3,85,77
2014,686984,1,90,72
2014,727985,4,70,92
2014,756765,2,89,73
2014,766565,1,98,64
2014,777378,5,70,92
2014,788965,2,84,78
2014,796575,2,88,74
2014,836965,3,87,75
2014,846665,4,77,85
2014,846988,5,67,95
2014,847982,3,83,79
2014,658273,5,64,98
2014,658476,2,79,83
2014,677278,5,73,89
2014,677378,4,76,86
2014,677976,4,66,96
2014,766578,1,94,68
2014,777365,4,77,85
2014,777376,3,82,80
2014,788978,3,79,83
2014,807273,5,73,89
2014,807384,2,88,74
2014,836878,3,77,85
2014,837078,2,88,74
2014,837678,1,90,72
2014,876583,1,96,66
2015,666576,3,81,81
2015,667983,5,78,84
2015,677265,4,76,86
2015,677669,3,81,80
2015,686984,5,74,87
2015,727985,2,86,76
2015,756765,1,95,67
2015,766565,3,85,77
2015,777378,2,83,79
2015,788965,2,87,75
2015,796575,5,68,94
2015,836965,4,76,86
2015,846665,4,80,82
2015,846988,1,88,74
2015,847982,1,93,69
2015,658273,3,79,83
2015,658476,4,67,95
2015,677278,3,97,65
2015,677378,5,64,98
2015,677976,5,68,94
2015,766578,1,92,70
2015,777365,3,71,91
2015,777376,4,68,94
2015,788978,1,90,72
2015,807273,5,63,99
2015,807384,2,98,64
2015,836878,4,74,88
2015,837078,2,84,78
2015,837678,1,100,62
2015,876583,2,83,79
2016,666576,2,89,73
2016,667983,1,93,69
2016,677265,4,78,84
2016,677669,1,94,67
2016,686984,2,86,75
2016,727985,3,84,78
2016,756765,3,81,81
2016,766565,4,74,88
2016,777378,5,59,103
2016,788965,4,84,78
2016,796575,5,69,93
2016,836965,2,86,76
2016,846665,5,68,94
2016,846988,1,95,67
2016,847982,2,89,73
2016,658273,4,69,93
2016,658476,5,68,93
2016,677278,1,103,58
2016,677378,5,68,94
2016,677976,3,75,87
2016,766578,1,91,71
2016,777365,3,79,82
2016,777376,4,73,89
2016,788978,2,87,75
2016,807273,4,71,91
2016,807384,3,78,83
2016,836878,5,68,94
2016,837078,2,87,75
2016,837678,2,86,76
2016,876583,1,95,67
