yearID,teamID,Rank,W,L
1871,668349,3,20,10
1871,677249,2,19,9
1871,677649,8,10,19
1871,708749,7,7,12
1871,788950,5,16,17
1871,807249,1,21,7
1871,826749,9,4,21
1871,848279,6,13,15
1871,878351,4,15,15
1872,667649,2,35,19
1872,668249,9,3,26
1872,668250,6,9,28
1872,668349,1,39,8
1872,677649,7,6,16
1872,777368,8,5,19
1872,788950,3,34,20
1872,807249,4,30,14
1872,848279,5,15,10
1872,878351,10,2,7
1872,878352,11,0,11
1873,667649,3,34,22
1873,667652,9,0,6
1873,668250,6,17,37
1873,668349,1,43,16
1873,697673,8,2,21
1873,788950,4,29,24
1873,807249,5,28,23
1873,807250,2,36,17
1873,878353,7,8,31
1874,667649,8,9,38
1874,668250,6,22,33
1874,668349,1,52,18
1874,677250,5,28,31
1874,728249,7,16,37
1874,788950,2,42,23
1874,807249,3,33,22
1874,807250,4,29,29
1875,668250,11,2,42
1875,668349,1,71,8
1875,677250,6,30,37
1875,728249,3,54,28
1875,756979,13,1,12
1875,787249,8,7,40
1875,788950,6,30,38
1875,807249,2,53,20
1875,807250,5,37,31
1875,807251,11,2,12
1875,837649,10,4,15
1875,837650,4,39,29
1875,878354,9,5,23
1876,668378,4,39,31
1876,677278,1,52,14
1876,677849,8,9,56
1876,726582,2,47,21
1876,768349,5,30,36
1876,788951,6,21,35
1876,807278,7,14,45
1876,837651,3,45,19
1877,668378,1,42,18
1877,677278,5,26,33
1877,677849,6,15,42
1877,726582,3,31,27
1877,768349,2,35,25
1877,837651,4,28,32
1878,668378,1,41,19
1878,677278,4,30,30
1878,677849,2,37,23
1878,737849,5,24,36
1878,777650,6,15,45
1878,808279,3,33,27
1879,667078,3,46,32
1879,668378,2,54,30
1879,677278,4,46,33
1879,677650,6,27,55
1879,677849,5,43,37
1879,808279,1,59,25
1879,838249,7,22,48
1879,848278,8,19,56
1880,667078,7,24,58
1880,668378,6,40,44
1880,677278,1,67,17
1880,677650,3,47,37
1880,677849,8,21,59
1880,808279,2,52,32
1880,848278,4,41,42
1880,877982,5,40,43
1881,667078,3,45,38
1881,668378,6,38,45
1881,677278,1,56,28
1881,677650,7,36,48
1881,688478,4,41,43
1881,808279,2,47,37
1881,848278,5,39,45
1881,877982,8,32,50
1882,667650,6,19,54
1882,677850,1,55,25
1882,768350,2,42,38
1882,807252,3,41,34
1882,808449,4,39,39
1882,837652,5,37,43
1882,667078,3,45,39
1882,668378,3,45,39
1882,677278,1,55,29
1882,677650,5,42,40
1882,688478,5,42,41
1882,808279,2,52,32
1882,848278,7,35,48
1882,877982,8,18,66
1883,667650,8,28,68
1883,677653,6,32,65
1883,677850,3,61,37
1883,768350,5,52,45
1883,788952,4,54,42
1883,807252,1,66,32
1883,808449,7,31,67
1883,837652,2,65,33
1883,667078,5,52,45
1883,668378,1,63,35
1883,677278,2,59,39
1883,677650,4,55,42
1883,688478,7,40,58
1883,788949,6,46,50
1883,807273,8,17,81
1883,808279,3,58,40
1884,667650,6,63,43
1884,668251,9,40,64
1884,677653,2,69,39
1884,677850,5,68,41
1884,737850,12,29,78
1884,768350,3,68,40
1884,788952,1,75,32
1884,807252,7,61,46
1884,808449,11,30,78
1884,827367,10,12,30
1884,837652,4,67,40
1884,847649,8,46,58
1884,878355,13,12,51
1884,667078,3,64,47
1884,668378,2,73,38
1884,677278,5,62,50
1884,677650,7,35,77
1884,688478,8,28,84
1884,788949,4,62,50
1884,807273,6,39,73
1884,808279,1,84,28
1884,657684,10,6,19
1884,667685,4,58,47
1884,668385,5,58,51
1884,677285,6,41,50
1884,677885,3,69,36
1884,756785,11,16,63
1884,777685,2,8,4
1884,807285,8,21,46
1884,837685,1,94,19
1884,838085,9,2,6
1884,877376,12,2,16
1884,878385,7,47,65
1885,667650,8,41,68
1885,668251,5,53,59
1885,677850,2,63,49
1885,768350,6,53,59
1885,788952,7,44,64
1885,807252,4,55,57
1885,808449,3,56,55
1885,837652,1,79,33
1885,667078,7,38,74
1885,668378,5,46,66
1885,677278,1,87,25
1885,688478,6,41,67
1885,788949,2,85,27
1885,807273,3,56,54
1885,808279,4,53,57
1885,837653,8,36,72
1886,667650,8,48,83
1886,668251,3,76,61
1886,677850,5,65,73
1886,768350,4,66,70
1886,788952,7,53,82
1886,807252,6,63,72
1886,808449,2,80,57
1886,837652,1,93,46
1886,668378,5,56,61
1886,677278,1,90,34
1886,688478,2,87,36
1886,756778,7,30,91
1886,788949,3,75,44
1886,807273,4,71,43
1886,837653,6,43,79
1886,878356,8,28,92
1887,667650,3,77,58
1887,668251,6,60,74
1887,677651,8,39,92
1887,677850,2,81,54
1887,768350,4,76,60
1887,788952,7,44,89
1887,807252,5,64,69
1887,837652,1,95,40
1887,668378,5,61,60
1887,677278,3,71,50
1887,688478,1,79,45
1887,737851,8,37,89
1887,788949,4,68,55
1887,807273,2,75,48
1887,807384,6,55,69
1887,878356,7,46,76
1888,667650,5,57,80
1888,668251,2,88,52
1888,677651,6,50,82
1888,677850,4,80,54
1888,756750,8,43,89
1888,768350,7,48,87
1888,807252,3,81,52
1888,837652,1,92,43
1888,668378,4,70,64
1888,677278,2,77,58
1888,688478,5,68,63
1888,737851,7,50,85
1888,788949,1,84,47
1888,807273,3,69,61
1888,807384,6,66,68
1888,878356,8,48,86
1889,667650,5,70,65
1889,668251,1,93,44
1889,677654,6,60,78
1889,677850,4,76,63
1889,756750,7,55,82
1889,768350,8,27,111
1889,807252,3,75,58
1889,837652,2,90,45
1889,668378,2,83,45
1889,677278,3,67,65
1889,677652,6,61,72
1889,737851,7,59,75
1889,788949,1,83,43
1889,807273,4,63,64
1889,807384,5,61,71
1889,878356,8,41,83
1890,667651,6,15,19
1890,668252,9,26,73
1890,677654,2,79,55
1890,768350,1,88,44
1890,807252,8,54,78
1890,826750,5,63,63
1890,837652,3,78,58
1890,838250,7,55,72
1890,847650,4,68,64
1890,668279,1,86,43
1890,668378,5,76,57
1890,677278,2,83,53
1890,677378,4,77,55
1890,677652,7,44,88
1890,788949,6,63,68
1890,807273,3,78,53
1890,807384,8,23,113
1890,667080,8,36,96
1890,668280,2,76,56
1890,668380,1,81,48
1890,677280,4,75,62
1890,677680,7,55,75
1890,788980,3,74,57
1890,807280,5,68,63
1890,808480,6,60,68
1891,667651,4,71,64
1891,668350,1,93,42
1891,677654,6,61,76
1891,677851,7,43,57
1891,768350,8,54,83
1891,777651,3,21,15
1891,807252,5,73,66
1891,837652,2,85,51
1891,878357,9,44,91
1891,668279,6,61,76
1891,668378,1,87,51
1891,677278,2,82,53
1891,677378,7,56,81
1891,677652,5,65,74
1891,788949,3,71,61
1891,807273,4,68,69
1891,807384,8,55,80
1892,667678,12,46,101
1892,668279,3,95,59
1892,668378,1,102,48
1892,677278,7,70,76
1892,677378,5,82,68
1892,677652,2,93,56
1892,768351,9,63,89
1892,788949,8,71,80
1892,807273,4,87,66
1892,807384,6,80,73
1892,837678,11,56,94
1892,876583,10,58,93
1893,667678,8,60,70
1893,668279,7,65,63
1893,668378,1,86,43
1893,677278,9,56,71
1893,677378,6,65,63
1893,677652,3,73,55
1893,768351,11,50,75
1893,788949,5,68,64
1893,807273,4,72,57
1893,807384,2,81,48
1893,837678,10,57,75
1893,876583,12,40,89
1894,667678,1,89,39
1894,668279,5,70,61
1894,668378,3,83,49
1894,677278,8,57,75
1894,677378,10,55,75
1894,677652,6,68,61
1894,768351,12,36,94
1894,788949,2,88,44
1894,807273,4,71,57
1894,807384,7,65,65
1894,837678,9,56,76
1894,876583,11,45,87
1895,667678,1,87,43
1895,668279,5,71,60
1895,668378,6,71,60
1895,677278,4,72,58
1895,677378,8,66,64
1895,677652,2,84,46
1895,768351,12,35,96
1895,788949,9,66,65
1895,807273,3,78,53
1895,807384,7,71,61
1895,837678,11,39,92
1895,876583,10,43,85
1896,667678,1,90,39
1896,668279,10,58,73
1896,668378,4,74,57
1896,677278,5,71,57
1896,677378,3,77,50
1896,677652,2,80,48
1896,768351,12,38,93
1896,788949,7,64,67
1896,807273,8,62,68
1896,807384,6,66,63
1896,837678,11,40,90
1896,876583,9,58,73
1897,667678,2,90,40
1897,668279,7,61,71
1897,668378,1,93,39
1897,677278,9,59,73
1897,677378,4,76,56
1897,677652,5,69,62
1897,768351,11,52,78
1897,788949,3,83,48
1897,807273,10,55,77
1897,807384,8,60,71
1897,837678,12,29,102
1897,876583,6,61,71
1898,667678,2,96,53
1898,668279,10,54,91
1898,668378,1,102,47
1898,677278,4,85,65
1898,677378,3,92,60
1898,677652,5,81,68
1898,768351,9,70,81
1898,788949,7,77,73
1898,807273,6,78,71
1898,807384,8,72,76
1898,837678,12,39,111
1898,876583,11,51,101
1899,667678,4,86,62
1899,668279,1,101,47
1899,668378,2,95,57
1899,677278,8,75,73
1899,677378,6,83,67
1899,677652,12,20,134
1899,768351,9,75,77
1899,788949,10,60,90
1899,807273,3,94,58
1899,807384,7,76,73
1899,837678,5,84,67
1899,876583,11,54,98
1900,668279,1,82,54
1900,668378,4,66,72
1900,677278,6,65,75
1900,677378,7,62,77
1900,788949,8,60,78
1900,807273,3,75,63
1900,807384,2,79,60
1900,837678,5,65,75
1901,667665,5,68,65
1901,667983,2,79,57
1901,677265,1,83,53
1901,677669,7,54,82
1901,686984,3,74,61
1901,777665,8,48,89
1901,807265,4,74,62
1901,878349,6,61,72
1901,668279,3,79,57
1901,668378,5,69,69
1901,677278,6,53,86
1901,677378,8,52,87
1901,788949,7,52,85
1901,807273,2,83,57
1901,807384,1,90,49
1901,837678,4,76,64
1902,667665,8,50,88
1902,667983,3,77,60
1902,677265,4,74,60
1902,677669,5,69,67
1902,686984,7,52,83
1902,807265,1,83,53
1902,837665,2,78,58
1902,878349,6,61,75
1902,668279,2,75,63
1902,668378,3,73,64
1902,677278,5,68,69
1902,677378,4,70,70
1902,788949,8,48,88
1902,807273,7,56,81
1902,807384,1,103,36
1902,837678,6,56,78
1903,667983,1,91,47
1903,677265,7,60,77
1903,677669,3,77,63
1903,686984,5,65,71
1903,788965,4,72,62
1903,807265,2,75,60
1903,837665,6,65,74
1903,878349,8,43,94
1903,668279,5,70,66
1903,668378,6,58,80
1903,677278,3,82,56
1903,677378,4,74,65
1903,788949,2,84,55
1903,807273,7,49,86
1903,807384,1,91,49
1903,837678,8,43,94
1904,667983,1,95,59
1904,677265,3,89,65
1904,677669,4,86,65
1904,686984,7,62,90
1904,788965,2,92,59
1904,807265,5,81,70
1904,837665,6,65,87
1904,878349,8,38,113
1904,668279,6,56,97
1904,668378,7,55,98
1904,677278,2,93,60
1904,677378,3,88,65
1904,788949,1,106,47
1904,807273,8,52,100
1904,807384,4,87,66
1904,837678,5,75,79
1905,667983,4,78,74
1905,677265,2,92,60
1905,677669,5,76,78
1905,686984,3,79,74
1905,788965,6,71,78
1905,807265,1,92,56
1905,837665,8,54,99
1905,878349,7,64,87
1905,668279,8,48,104
1905,668378,7,51,103
1905,677278,3,92,61
1905,677378,5,79,74
1905,788949,1,105,48
1905,807273,4,83,69
1905,807384,2,96,57
1905,837678,6,58,96
1906,667983,8,49,105
1906,677265,1,93,58
1906,677669,3,89,64
1906,686984,6,71,78
1906,788965,2,90,61
1906,807265,4,78,67
1906,837665,5,76,73
1906,878349,7,55,95
1906,668279,5,66,86
1906,668378,8,49,102
1906,677278,1,116,36
1906,677378,6,64,87
1906,788949,2,96,56
1906,807273,4,71,82
1906,807384,3,93,60
1906,837678,7,52,98
1907,667983,7,59,90
1907,677265,3,87,64
1907,677669,4,85,67
1907,686984,1,92,58
1907,788965,5,70,78
1907,807265,2,88,57
1907,837665,6,69,83
1907,878349,8,49,102
1907,668279,5,65,83
1907,668378,7,58,90
1907,677278,1,107,45
1907,677378,6,66,87
1907,788949,4,82,71
1907,807273,3,83,64
1907,807384,2,91,63
1907,837678,8,52,101
1908,667983,5,75,79
1908,677265,3,88,64
1908,677669,2,90,64
1908,686984,1,90,63
1908,788965,8,51,103
1908,807265,6,68,85
1908,837665,4,83,69
1908,878349,7,67,85
1908,668279,7,53,101
1908,668378,6,63,91
1908,677278,1,99,55
1908,677378,5,73,81
1908,788949,2,98,56
1908,807273,4,83,71
1908,807384,2,98,56
1908,837678,8,49,105
1909,667983,3,88,63
1909,677265,4,78,74
1909,677669,6,71,82
1909,686984,1,98,54
1909,788965,5,74,77
1909,807265,2,95,58
1909,837665,7,61,89
1909,878349,8,42,110
1909,668279,6,55,98
1909,668378,8,45,108
1909,677278,2,104,49
1909,677378,4,77,76
1909,788949,3,92,61
1909,807273,5,74,79
1909,807384,1,110,42
1909,837678,7,54,98
1910,667983,4,81,72
1910,677265,6,68,85
1910,677669,5,71,81
1910,686984,3,86,68
1910,788965,2,88,63
1910,807265,1,102,48
1910,837665,8,47,107
1910,878349,7,66,85
1910,668279,6,64,90
1910,668378,8,53,100
1910,677278,1,104,50
1910,677378,5,75,79
1910,788949,2,91,63
1910,807273,4,78,75
1910,807384,3,86,67
1910,837678,7,63,90
1911,667983,4,78,75
1911,677265,5,77,74
1911,677669,3,80,73
1911,686984,2,89,65
1911,788965,6,76,76
1911,807265,1,101,50
1911,837665,8,45,107
1911,878349,7,64,90
1911,668279,7,64,86
1911,668378,8,44,107
1911,677278,2,92,62
1911,677378,6,70,83
1911,788949,1,99,54
1911,807273,4,79,73
1911,807384,3,85,69
1911,837678,5,75,74
1912,667983,1,105,47
1912,677265,4,78,76
1912,677669,5,75,78
1912,686984,6,69,84
1912,788965,8,50,102
1912,807265,3,90,62
1912,837665,7,53,101
1912,878349,2,91,61
1912,668279,7,58,95
1912,668378,8,52,101
1912,677278,3,91,59
1912,677378,4,75,78
1912,788949,1,103,48
1912,807273,5,73,79
1912,807384,2,93,58
1912,837678,6,63,90
1913,667983,4,79,71
1913,677265,5,78,74
1913,677669,3,86,66
1913,686984,6,66,87
1913,788965,7,57,94
1913,807265,1,96,57
1913,837665,8,57,96
1913,878349,2,90,64
1913,668279,6,65,84
1913,668378,5,69,82
1913,677278,3,88,65
1913,677378,7,64,89
1913,788949,1,101,51
1913,807273,2,88,63
1913,807384,4,78,71
1913,837678,8,51,99
1914,667983,2,91,62
1914,677265,6,70,84
1914,677669,8,51,102
1914,686984,4,80,73
1914,788965,6,70,84
1914,807265,1,99,53
1914,837665,5,71,82
1914,878349,3,81,73
1914,667670,3,84,70
1914,668270,5,77,77
1914,668570,4,80,71
1914,677270,2,87,67
1914,737868,1,88,65
1914,756770,6,67,84
1914,808470,7,64,86
1914,837670,8,62,89
1914,668279,5,75,79
1914,668378,1,94,59
1914,677278,4,78,76
1914,677378,8,60,94
1914,788949,2,84,70
1914,807273,6,74,80
1914,807384,7,69,85
1914,837678,3,81,72
1915,667983,1,101,50
1915,677265,3,93,61
1915,677669,7,57,95
1915,686984,2,100,54
1915,788965,5,69,83
1915,807265,8,43,109
1915,837665,6,63,91
1915,878349,4,85,68
1915,667670,8,47,107
1915,668270,7,70,82
1915,668570,6,74,78
1915,677270,2,86,66
1915,756770,4,81,72
1915,786987,5,80,72
1915,808470,3,86,67
1915,837670,1,87,67
1915,668279,3,80,72
1915,668378,2,83,69
1915,677278,4,73,80
1915,677378,7,71,83
1915,788949,8,69,83
1915,807273,1,90,62
1915,807384,5,73,81
1915,837678,6,72,81
1916,667983,1,91,63
1916,677265,2,89,65
1916,677669,6,77,77
1916,686984,3,87,67
1916,788965,4,80,74
1916,807265,8,36,117
1916,837665,5,79,75
1916,878349,7,76,77
1916,668279,1,94,60
1916,668378,3,89,63
1916,677278,5,67,86
1916,677378,7,60,93
1916,788949,4,86,66
1916,807273,2,91,62
1916,807384,6,65,89
1916,837678,7,60,93
1917,667983,2,90,62
1917,677265,1,100,54
1917,677669,3,88,66
1917,686984,4,78,75
1917,788965,6,71,82
1917,807265,8,55,98
1917,837665,7,57,97
1917,878349,5,74,79
1917,668279,7,70,81
1917,668378,6,72,81
1917,677278,5,74,80
1917,677378,4,78,76
1917,788949,1,98,56
1917,807273,2,87,65
1917,807384,8,51,103
1917,837678,3,82,70
1918,667983,1,75,51
1918,677265,6,57,67
1918,677669,2,73,54
1918,686984,7,55,71
1918,788965,4,60,63
1918,807265,8,52,76
1918,837665,5,58,64
1918,878349,3,72,56
1918,668279,5,57,69
1918,668378,7,53,71
1918,677278,1,84,45
1918,677378,3,68,60
1918,788949,2,71,53
1918,807273,6,55,68
1918,807384,4,65,60
1918,837678,8,51,78
1919,667983,6,66,71
1919,677265,1,88,52
1919,677669,2,84,55
1919,686984,4,80,60
1919,788965,3,80,59
1919,807265,8,36,104
1919,837665,5,67,72
1919,878349,7,56,84
1919,668279,5,69,71
1919,668378,6,57,82
1919,677278,3,75,65
1919,677378,1,96,44
1919,788949,2,87,53
1919,807273,8,47,90
1919,807384,4,71,68
1919,837678,7,54,83
1920,667983,5,72,81
1920,677265,2,96,58
1920,677669,1,98,56
1920,686984,7,61,93
1920,788965,3,95,59
1920,807265,8,48,106
1920,837665,4,76,77
1920,878349,6,68,84
1920,668279,1,93,61
1920,668378,7,62,90
1920,677278,5,75,79
1920,677378,3,82,71
1920,788949,2,86,68
1920,807273,8,62,91
1920,807384,4,79,75
1920,837678,5,75,79
1921,667983,5,75,79
1921,677265,7,62,92
1921,677669,2,94,60
1921,686984,6,71,82
1921,788965,1,98,55
1921,807265,8,53,100
1921,837665,3,81,73
1921,878349,4,80,73
1921,668279,5,77,75
1921,668378,4,79,74
1921,677278,7,64,89
1921,677378,6,70,83
1921,788949,1,94,59
1921,807273,8,51,103
1921,807384,2,90,63
1921,837678,3,87,66
1922,667983,8,61,93
1922,677265,5,77,77
1922,677669,4,78,76
1922,686984,3,79,75
1922,788965,1,94,60
1922,807265,7,65,89
1922,837665,2,93,61
1922,878349,6,69,85
1922,668279,6,76,78
1922,668378,8,53,100
1922,677278,5,80,74
1922,677378,2,86,68
1922,788949,1,93,61
1922,807273,7,57,96
1922,807384,3,85,69
1922,837678,3,85,69
1923,667983,8,61,91
1923,677265,7,69,85
1923,677669,3,82,71
1923,686984,2,83,71
1923,788965,1,98,54
1923,807265,6,69,83
1923,837665,5,74,78
1923,878349,4,75,78
1923,668279,6,76,78
1923,668378,7,54,100
1923,677278,4,83,71
1923,677378,2,91,63
1923,788949,1,95,58
1923,807273,8,50,104
1923,807384,3,87,67
1923,837678,5,79,74
1924,667983,7,67,87
1924,677265,8,66,87
1924,677669,6,67,86
1924,686984,3,86,68
1924,788965,2,89,63
1924,807265,5,71,81
1924,837665,4,74,78
1924,878349,1,92,62
1924,668279,2,92,62
1924,668378,8,53,100
1924,677278,5,81,72
1924,677378,4,83,70
1924,788949,1,93,60
1924,807273,7,55,96
1924,807384,3,90,63
1924,837678,6,65,89
1925,667983,8,47,105
1925,677265,5,79,75
1925,677669,6,70,84
1925,686984,4,81,73
1925,788965,7,69,85
1925,807265,2,88,64
1925,837665,3,82,71
1925,878349,1,96,55
1925,668279,6,68,85
1925,668378,5,70,83
1925,677278,8,68,86
1925,677378,3,80,73
1925,788949,2,86,66
1925,807273,6,68,85
1925,807384,1,95,58
1925,837678,4,77,76
1926,667983,8,46,107
1926,677265,5,81,72
1926,677669,2,88,66
1926,686984,6,79,75
1926,788965,1,91,63
1926,807265,3,83,67
1926,837665,7,62,92
1926,878349,4,81,69
1926,668279,6,71,82
1926,668378,7,66,86
1926,677278,4,82,72
1926,677378,2,87,67
1926,788949,5,74,77
1926,807273,8,58,93
1926,807384,3,84,69
1926,837678,1,89,65
1927,667983,8,51,103
1927,677265,5,70,83
1927,677669,6,66,87
1927,686984,4,82,71
1927,788965,1,110,44
1927,807265,2,91,63
1927,837665,7,59,94
1927,878349,3,85,69
1927,668279,6,65,88
1927,668378,7,60,94
1927,677278,4,85,68
1927,677378,5,75,78
1927,788949,3,92,62
1927,807273,8,51,103
1927,807384,1,94,60
1927,837678,2,92,61
1928,667983,8,57,96
1928,677265,5,72,82
1928,677669,7,62,92
1928,686984,6,68,86
1928,788965,1,101,53
1928,807265,2,98,55
1928,837665,3,82,72
1928,878349,4,75,79
1928,668279,6,77,76
1928,668378,7,50,103
1928,677278,3,91,63
1928,677378,5,78,74
1928,788949,2,93,61
1928,807273,8,43,109
1928,807384,4,85,67
1928,837678,1,95,59
1929,667983,8,58,96
1929,677265,7,59,93
1929,677669,3,81,71
1929,686984,6,70,84
1929,788965,2,88,66
1929,807265,1,104,46
1929,837665,4,79,73
1929,878349,5,71,81
1929,668279,6,70,83
1929,668378,8,56,98
1929,677278,1,98,54
1929,677378,7,66,88
1929,788949,3,84,67
1929,807273,5,71,82
1929,807384,2,88,65
1929,837678,4,78,74
1930,667983,8,52,102
1930,677265,7,62,92
1930,677669,4,81,73
1930,686984,5,75,79
1930,788965,3,86,68
1930,807265,1,102,52
1930,837665,6,64,90
1930,878349,2,94,60
1930,668279,4,86,68
1930,668378,6,70,84
1930,677278,2,90,64
1930,677378,7,59,95
1930,788949,3,87,67
1930,807273,8,52,102
1930,807384,5,80,74
1930,837678,1,92,62
1931,667983,6,62,90
1931,677265,8,56,97
1931,677669,4,78,76
1931,686984,7,61,93
1931,788965,2,94,59
1931,807265,1,107,45
1931,837665,5,63,91
1931,878349,3,92,62
1931,668279,4,79,73
1931,668378,7,64,90
1931,677278,3,84,70
1931,677378,8,58,96
1931,788949,2,87,65
1931,807273,6,66,88
1931,807384,5,75,79
1931,837678,1,101,53
1932,667983,8,43,111
1932,677265,7,49,102
1932,677669,4,87,65
1932,686984,5,76,75
1932,788965,1,107,47
1932,807265,2,94,60
1932,837665,6,63,91
1932,878349,3,93,61
1932,668279,3,81,73
1932,668378,5,77,77
1932,677278,1,90,64
1932,677378,8,60,94
1932,788949,6,72,82
1932,807273,4,78,76
1932,807384,2,86,68
1932,837678,6,72,82
1933,667983,7,63,86
1933,677265,6,67,83
1933,677669,4,75,76
1933,686984,5,75,79
1933,788965,2,91,59
1933,807265,3,79,72
1933,837665,8,55,96
1933,878349,1,99,53
1933,668279,6,65,88
1933,668378,4,83,71
1933,677278,3,86,68
1933,677378,8,58,94
1933,788949,1,91,61
1933,807273,7,60,92
1933,807384,2,87,67
1933,837678,5,82,71
1934,667983,4,76,76
1934,677265,8,53,99
1934,677669,3,85,69
1934,686984,1,101,53
1934,788965,2,94,60
1934,807265,5,68,82
1934,837665,6,67,85
1934,878349,7,66,86
1934,668279,6,71,81
1934,668378,4,78,73
1934,677278,3,86,65
1934,677378,8,52,99
1934,788949,2,93,60
1934,807273,7,56,93
1934,807384,5,74,76
1934,837678,1,95,58
1935,667983,4,78,75
1935,677265,5,74,78
1935,677669,3,82,71
1935,686984,1,93,58
1935,788965,2,89,60
1935,807265,8,58,91
1935,837665,7,65,87
1935,878349,6,67,86
1935,668279,5,70,83
1935,668378,8,38,115
1935,677278,1,100,54
1935,677378,6,68,85
1935,788949,3,91,62
1935,807273,7,64,89
1935,807384,4,86,67
1935,837678,2,96,58
1936,667983,6,74,80
1936,677265,4,81,70
1936,677669,5,80,74
1936,686984,2,83,71
1936,788965,1,102,51
1936,807265,8,53,100
1936,837665,7,57,95
1936,878349,3,82,71
1936,668279,7,67,87
1936,668378,6,71,83
1936,677278,2,87,67
1936,677378,5,74,80
1936,788949,1,92,62
1936,807273,8,54,100
1936,807384,4,84,70
1936,837678,2,87,67
1937,667983,5,80,72
1937,677265,3,86,68
1937,677669,4,83,71
1937,686984,2,89,65
1937,788965,1,102,52
1937,807265,7,54,97
1937,837665,8,46,108
1937,878349,6,73,80
1937,668279,6,62,91
1937,668378,5,79,73
1937,677278,2,93,61
1937,677378,8,56,98
1937,788949,1,95,57
1937,807273,7,61,92
1937,807384,3,86,68
1937,837678,4,81,73
1938,667983,2,88,61
1938,677265,6,65,83
1938,677669,3,86,66
1938,686984,4,84,70
1938,788965,1,99,53
1938,807265,8,53,99
1938,837665,7,55,97
1938,878349,5,75,76
1938,668279,7,69,80
1938,668378,5,77,75
1938,677278,1,89,63
1938,677378,4,82,68
1938,788949,3,83,67
1938,807273,8,45,105
1938,807384,2,86,64
1938,837678,6,71,80
1939,667983,2,89,62
1939,677265,4,85,69
1939,677669,3,87,67
1939,686984,5,81,73
1939,788965,1,106,45
1939,807265,7,55,97
1939,837665,8,43,111
1939,878349,6,65,87
1939,668279,3,84,69
1939,668378,7,63,88
1939,677278,4,84,70
1939,677378,1,97,57
1939,788949,5,77,74
1939,807273,8,45,106
1939,807384,6,68,85
1939,837678,2,92,61
1940,667983,4,82,72
1940,677265,4,82,72
1940,677669,2,89,65
1940,686984,1,90,64
1940,788965,3,88,66
1940,807265,8,54,100
1940,837665,6,67,87
1940,878349,7,64,90
1940,668279,2,88,65
1940,668378,7,65,87
1940,677278,5,75,79
1940,677378,1,100,53
1940,788949,6,72,80
1940,807273,8,50,103
1940,807384,4,78,76
1940,837678,3,84,69
1941,667983,2,84,70
1941,677265,3,77,77
1941,677669,4,75,79
1941,686984,4,75,79
1941,788965,1,101,53
1941,807265,8,64,90
1941,837665,6,70,84
1941,878349,6,70,84
1941,668279,1,100,54
1941,668378,7,62,92
1941,677278,6,70,84
1941,677378,3,88,66
1941,788949,5,74,79
1941,807273,8,43,111
1941,807384,4,81,73
1941,837678,2,97,56
1942,667983,2,93,59
1942,677265,6,66,82
1942,677669,4,75,79
1942,686984,5,73,81
1942,788965,1,103,51
1942,807265,8,55,99
1942,837665,3,82,69
1942,878349,7,62,89
1942,668279,2,104,50
1942,668378,7,59,89
1942,677278,6,68,86
1942,677378,4,76,76
1942,788949,3,85,67
1942,807273,8,42,109
1942,807384,5,66,81
1942,837678,1,106,48
1943,667983,7,68,84
1943,677265,4,82,72
1943,677669,3,82,71
1943,686984,5,78,76
1943,788965,1,98,56
1943,807265,8,49,105
1943,837665,6,72,80
1943,878349,2,84,69
1943,668279,3,81,72
1943,668378,6,68,85
1943,677278,5,74,79
1943,677378,2,87,67
1943,788949,8,55,98
1943,807273,7,64,90
1943,807384,4,80,74
1943,837678,1,105,49
1944,667983,4,77,77
1944,677265,7,71,83
1944,677669,5,72,82
1944,686984,2,88,66
1944,788965,3,83,71
1944,807265,5,72,82
1944,837665,1,89,65
1944,878349,8,64,90
1944,668279,7,63,91
1944,668378,6,65,89
1944,677278,4,75,79
1944,677378,3,89,65
1944,788949,5,67,87
1944,807273,8,61,92
1944,807384,2,90,63
1944,837678,1,105,49
1945,667983,7,71,83
1945,677265,6,71,78
1945,677669,5,73,72
1945,686984,1,88,65
1945,788965,4,81,71
1945,807265,8,52,98
1945,837665,3,81,70
1945,878349,2,87,67
1945,668279,3,87,67
1945,668378,6,67,85
1945,677278,1,98,56
1945,677378,7,61,93
1945,788949,5,78,74
1945,807273,8,46,108
1945,807384,4,82,72
1945,837678,2,95,59
1946,667983,1,104,50
1946,677265,5,74,80
1946,677669,6,68,86
1946,686984,2,92,62
1946,788965,3,87,67
1946,807265,8,49,105
1946,837665,7,66,88
1946,878349,4,76,78
1946,668279,2,96,60
1946,668378,4,81,72
1946,677278,3,82,71
1946,677378,6,67,87
1946,788949,8,61,93
1946,807273,5,69,85
1946,807384,7,63,91
1946,837678,1,98,58
1947,667983,3,83,71
1947,677265,6,70,84
1947,677669,4,80,74
1947,686984,2,85,69
1947,788965,1,97,57
1947,807265,5,78,76
1947,837665,8,59,95
1947,878349,7,64,90
1947,668279,1,94,60
1947,668378,3,86,68
1947,677278,6,69,85
1947,677378,5,73,81
1947,788949,4,81,73
1947,807273,7,62,92
1947,807384,7,62,92
1947,837678,2,89,65
1948,667983,2,96,59
1948,677265,8,51,101
1948,677669,1,97,58
1948,686984,5,78,76
1948,788965,3,94,60
1948,807265,4,84,70
1948,837665,6,59,94
1948,878349,7,56,97
1948,668279,3,84,70
1948,668378,1,91,62
1948,677278,8,64,90
1948,677378,7,64,89
1948,788949,5,78,76
1948,807273,6,66,88
